0.0;39af8b2be45d;quicker;68.28MiB / 1.953GiB;3.41%;99.61%;688B / 0B
0.5;39af8b2be45d;quicker;121.5MiB / 1.953GiB;6.08%;98.62%;688B / 0B
1.0;39af8b2be45d;quicker;121.5MiB / 1.953GiB;6.08%;98.62%;688B / 0B
1.5;39af8b2be45d;quicker;139.8MiB / 1.953GiB;6.99%;98.95%;688B / 0B
2.0;39af8b2be45d;quicker;139.8MiB / 1.953GiB;6.99%;98.95%;688B / 0B
2.5;39af8b2be45d;quicker;146.6MiB / 1.953GiB;7.33%;98.47%;688B / 0B
3.0;39af8b2be45d;quicker;146.6MiB / 1.953GiB;7.33%;98.47%;688B / 0B
3.5;39af8b2be45d;quicker;153.4MiB / 1.953GiB;7.67%;100.50%;758B / 0B
4.0;39af8b2be45d;quicker;153.4MiB / 1.953GiB;7.67%;100.50%;758B / 0B
4.5;39af8b2be45d;quicker;162.9MiB / 1.953GiB;8.14%;98.52%;758B / 0B
5.0;39af8b2be45d;quicker;162.9MiB / 1.953GiB;8.14%;98.52%;758B / 0B
5.5;39af8b2be45d;quicker;17.86MiB / 1.953GiB;0.89%;77.00%;758B / 0B
6.0;39af8b2be45d;quicker;17.86MiB / 1.953GiB;0.89%;77.00%;758B / 0B
6.5;39af8b2be45d;quicker;17.8MiB / 1.953GiB;0.89%;0.00%;758B / 0B
7.0;39af8b2be45d;quicker;17.8MiB / 1.953GiB;0.89%;0.00%;758B / 0B
7.5;39af8b2be45d;quicker;19.43MiB / 1.953GiB;0.97%;9.33%;6.05kB / 1.34kB
8.0;39af8b2be45d;quicker;19.43MiB / 1.953GiB;0.97%;9.33%;6.05kB / 1.34kB
8.5;39af8b2be45d;quicker;32.31MiB / 1.953GiB;1.62%;98.38%;83.9kB / 117kB
9.0;39af8b2be45d;quicker;32.31MiB / 1.953GiB;1.62%;98.38%;83.9kB / 117kB
9.5;39af8b2be45d;quicker;48.46MiB / 1.953GiB;2.42%;88.36%;89kB / 1.06MB
10.0;39af8b2be45d;quicker;48.46MiB / 1.953GiB;2.42%;88.36%;89kB / 1.06MB
10.5;39af8b2be45d;quicker;68.16MiB / 1.953GiB;3.41%;99.06%;93.9kB / 1.93MB
11.0;39af8b2be45d;quicker;68.16MiB / 1.953GiB;3.41%;99.06%;93.9kB / 1.93MB
11.5;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;69.19%;98.1kB / 3.62MB
12.0;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;69.19%;98.1kB / 3.62MB
12.5;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;1.86%;98.8kB / 3.62MB
13.0;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;1.86%;98.8kB / 3.62MB
13.5;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;0.38%;98.8kB / 3.62MB
14.0;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;0.38%;98.8kB / 3.62MB
14.5;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;0.45%;98.8kB / 3.62MB
15.0;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;0.45%;98.8kB / 3.62MB
15.5;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;1.70%;99.4kB / 3.62MB
16.0;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;1.70%;99.4kB / 3.62MB
16.5;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;0.26%;99.6kB / 3.62MB
17.0;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;0.26%;99.6kB / 3.62MB
17.5;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;0.19%;99.6kB / 3.62MB
18.0;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;0.19%;99.6kB / 3.62MB
18.5;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;0.26%;99.6kB / 3.62MB
19.0;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;0.26%;99.6kB / 3.62MB
19.5;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;0.04%;99.6kB / 3.62MB
20.0;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;0.04%;99.6kB / 3.62MB
20.5;39af8b2be45d;quicker;68.97MiB / 1.953GiB;3.45%;0.04%;99.6kB / 3.62MB
