0.0;895a32b907f4;quicly;4.797MiB / 1.953GiB;0.24%;0.00%;598B / 0B
0.5;895a32b907f4;quicly;4.797MiB / 1.953GiB;0.24%;0.00%;688B / 0B
1.0;895a32b907f4;quicly;4.797MiB / 1.953GiB;0.24%;0.00%;688B / 0B
1.5;895a32b907f4;quicly;4.797MiB / 1.953GiB;0.24%;0.00%;688B / 0B
2.0;895a32b907f4;quicly;4.797MiB / 1.953GiB;0.24%;0.00%;688B / 0B
2.5;895a32b907f4;quicly;5.906MiB / 1.953GiB;0.30%;5.99%;9.54kB / 972kB
3.0;895a32b907f4;quicly;5.906MiB / 1.953GiB;0.30%;5.99%;9.54kB / 972kB
3.5;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.13%;9.61kB / 993kB
4.0;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.13%;9.61kB / 993kB
4.5;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.07%;9.61kB / 1MB
5.0;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.07%;9.61kB / 1MB
5.5;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.01%;9.61kB / 1.01MB
6.0;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.01%;9.61kB / 1.01MB
6.5;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.01%;9.61kB / 1.01MB
7.0;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.01%;9.61kB / 1.01MB
7.5;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.05%;9.72kB / 1.02MB
8.0;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.05%;9.72kB / 1.02MB
8.5;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.02%;9.72kB / 1.02MB
9.0;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.02%;9.72kB / 1.02MB
9.5;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.00%;9.72kB / 1.02MB
10.0;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.00%;9.72kB / 1.02MB
10.5;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.00%;9.72kB / 1.02MB
11.0;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.00%;9.72kB / 1.02MB
11.5;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.03%;9.72kB / 1.02MB
12.0;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.03%;9.72kB / 1.02MB
12.5;895a32b907f4;quicly;5.785MiB / 1.953GiB;0.29%;0.04%;9.72kB / 1.03MB
