0.0;49c3a0eaa419;quant;8.914MiB / 1.952GiB;0.45%;0.00%;968B / 0B
0.5;49c3a0eaa419;quant;8.914MiB / 1.952GiB;0.45%;0.00%;968B / 0B
0.99;49c3a0eaa419;quant;8.914MiB / 1.952GiB;0.45%;0.00%;968B / 0B
1.49;49c3a0eaa419;quant;8.914MiB / 1.952GiB;0.45%;0.00%;968B / 0B
2.0;49c3a0eaa419;quant;8.914MiB / 1.952GiB;0.45%;0.00%;968B / 0B
2.5;49c3a0eaa419;quant;8.914MiB / 1.952GiB;0.45%;0.00%;968B / 0B
2.99;49c3a0eaa419;quant;8.914MiB / 1.952GiB;0.45%;0.00%;968B / 0B
3.5;49c3a0eaa419;quant;8.914MiB / 1.952GiB;0.45%;0.00%;968B / 0B
3.99;49c3a0eaa419;quant;8.914MiB / 1.952GiB;0.45%;0.00%;968B / 0B
4.49;49c3a0eaa419;quant;8.914MiB / 1.952GiB;0.45%;0.00%;968B / 0B
4.99;49c3a0eaa419;quant;8.914MiB / 1.952GiB;0.45%;0.00%;968B / 0B
